score;content
1;Aplikasi anjing. Masa ada vocer 25rb. Tiba tiba ga bisa ke pake lagi padahal transaksi gagal. Yang bener dong. Kalo server ga kuat, ga usah buat layanan kaya gini !!!
2;Awal nya sih ok. Dengan promo2 yg ada lama2 👎. Buy1 get1 sering gagal. Uang di dana pasti sdh banyak yg ngendap.... itu suatu keuntungan tix id. Mohon di perbaiki servicenya biar semakin ok.
1;Saya barusan mesan tiket dari tix. Tapi transaksi gagal hanya saja saldo dana saya udah terpotong dan pengembalian uang nya gagal. Tolong di perbaiki lagi dong aplikasi nya
1;Aplikasi busuk,masa setiap mau pesen gagal terus udah 4 kali saya coba dan yg terakhir malah saldo saya kepotong tapi ketrangan transaksi gagal,padahal di situ kursi masih banyak namun ketrangan gagal kursi sudah tak tersedia pas saya cek ulang ternyata kursinya masih tersidia.balikin saldo saya.planing kedepanya mau uninstal nih aplikasi masih banyak bioskop yg lebih berkualitas
1;Saya baru pesan tiket tp gagal, tp kenapa saldo saya jg ke potong, & belum di kembalikan, d telp jg blm bisa, gimana sih ini, setiap hari rabu psti begini, mending saya beli di bioskop aja langsung, tanpa kendala apapun!!! Saya kecewa, tolong segera kembalikan saldo saya SECEPATNYA!!!
3;Awalnya saya sangat senang sekali dengan aplikasi ini,, tapi gara2* hari ini udah pesen buy one get one free , saldo sma voucher udah terbayarkan tapi tiket gak keluar!!!! KECEWA
1;"Knp sy sudah pesan tiket ,""status sukses"", saldo juga sudah kepotong..eh tau2 transaksi anda Gagal,,gmn ini.??? Trus saldo DANA nya ga balik,, keterangan nya.. ""Proses pengembalian dana anda gagal"" udh sy tlp ,,nomor ga bisa di hubungin.tolong jawabannya."
1;Parah banget.. eror nih aplikasi.. aplikasi php Pokoknya ga banget. Tadi nya pengen hemat malah buang2 waktu dan uang pake aplikasi ini.. Tolong dong jangan kayak gini.. kembalikan dana ku.. 😡😡😡😡😡😡
1;Saldo sudah di potong, pemesanan gagal, tapi tidak di refund.. Nomor csnya tidak bisa di hubungi.. Mending pake mtix kalo mmg tixid kayak gini sistemnya.. Sangat mengecewakan
1;Parahh klo saya pesen tiket yg gak ikut promo buy 1 get 1 tapi saldo dana saya gak bisa direfund dan nmoe kontak pun tidak bisa dihubungin tolong lebih diperbaiki sistemnya thanks
1;Sudah pesan tiket terus dibatalkan, dan pengembalian dananya gagal. Tolong kembalikan saldo saya yang sudah terbayar tapi pemesanan tiket bioskop di batalkan. ( nama akun Andrian Wiky Dakosta)
2;sudah 2 kali saya gagal mendapatkan tiket. di akun Dana saldo saya sudah terpotong dan transaksi sukses, tetapi saya tidak mendapatkan tiketnya. tiba2 ada notifikasi transaksi dibatalkan. aneh, tidak suka.
1;Aplikasi gak jelas,promo jam 10 tp udah jam 10 waktu promo sdh abis.. sdh di beli pembelian tiket normal malah transaksi gagal,terus saldo saya tidak di kembalikan.. kejadian percis hari ini jam 10.10 WIB.. tolong kembalikan saldo saya cepat 👿👿👿
1;"Aplikasi goblok isi dana mau dipakai malah hilang semua, percuma lu banyak iklanin tix id biar lebih mudah dan cepat , malah tambah ribet buang"" waktu orang!"
1;Saya beli tiket dgn dana. Pembelian gagal krn kursi yg saya pilih sudah kedahuluan pihak lain. Tapi saldo saya tetap terpotong & keterangan pengembalian DANA gagal. Sy telfon ke cs selalu tidak tersambung. Sangat2 gak recommended aplikasi ini.
1;Aplikasi PHP. Setiap aku udah top up jam 10 pagi pasti tiket buy 1 get 1 abis padahal mulainya kan jam 10. Aplikasi kampret ini namanya.
3;Kecewa bangettttt. Beli tiket udah berhasil tapi tiketnya ga turun dan uangnya udah kepotong. Ini gimana sih sekarang kok sistemnya seburuk itu
2;Gemana sih udh nungguin promonya tapi pas udh jamnya malah habis... kalau gitu sekalian aja gk ush dipromoin... pas mau beli lambat banget aplikasinya.. kecewa sama tix awal awal aja bagus sekarang jelek banget
1;Makin kesini promo gak bs kepake... Setiap jam promo selalu gangguan. Gak pernah dpt promo lagi... Aplikasi gangguan terus. Tiba2 bisa promo dh hbs.. Kecewwaaaa
1;Apa.apaan ini..sy beli tiket..udah dapet promo..udah berhasil..nungguntiket..tiba tiba notif gagal.dana di refound. Sy transaksi lagi harga jadi normal..padahal kursi masi ada banyak. Konyol
2;Aq turunin bintangnyaa , sekarang mlah gak muncul jadwal tayangnya pdahal udah siang jam 10 setiap buy 1 get 1 pasti aplikasinyaa bermasalah trus !!!!
2;Aplikasi kok eror trus, dibuka ga bisa lagi dari kemaren2 kalau bisa tak vidio tak kirim biar tau. Mau gampang malah jadi ribet
1;Hallo tix id. Kok sy sering mengalami masalah. Lebih banyak masalah lg ketika tix id sedang ada promo tiket. Itu susah sekali utk melakukan transaksi. Sy udh melakukan transaksi di hari promo. Tp di menu cetak tiket tdk ada. Padahal saldo sudah terpotong. Tunggu berapa jam lalu direfund
5;saya suka sekali dengan aplikasi ini, berkat aplikasi ini memudahkan saya untuk menonton film dibioskop. aplikasi ini juga banyak memberikan diskon, seperti buy 1 get1 pada acara tertentu, saya sudah menikmati diskon ini 2 kali tanpa ribet. Terimakasih saya benar benar suka aplikasi ini. saya tidak harus mengantri ataupun takut kehabisan kursi karna saya bisa mengecek kursi terlebih dahulu.
5;Beli tiket tanpa antri TOP, sekedar masukan ya, kedepan nya bisa beli tiket utk tgl berikut nya jadi tidak hanya tayang hari ini saja
1;Auto delete ini aplikasi. Buset gak bener bgt penanganan nya. Promonya jga boongan. Tolong sistemnya di perbaiki. Banyak customer yg kecewa. Jgn banyakin promo doank !!! Sistem dan pelayanannya di perbaiki !!!
3;Seneng banget ada apalikasi ini. Kita bisa lebih mudah membeli tiket bioskop. Dan dapatkan voucer gratis senilai Rp 25.000 dengan menggunakan kode 8ZOR54.selamat mencoba gaess hihihi
5;Aplikasi yang memudahkan untuk pembelian tiket bioskop. Karena sibuk kerja make aplikasi ini jadi simpel dan mudah untuk beli tiket. Thank you.
4;Pesat tiket, Dana sudah dipotong, Kede booking nggak dikasih, jam tayang udah lewat, Dana nggak di Refund, pesan lagi dijam tayang berikutnya, sama aja, hilang lagi dana, No Refund, customer service nya kayaknya masih liburan sampai keluhan saya entah kapan akan direspon. Kalau bukan karena saldo Dana saya banyak mungkin lebih baik saya uninstal aplikasi ini. Lebih baik balik ke M-Tix mahal tanpa promo tapi nggak pernah mengecewakan.
4;Beli tiket awalnya sukses, pas mau cek tiketnya langsung kena refund. Tapi saldoku sudah kepotong, dan sampai skarang uangnya tidak kembali, dan kursi yang tdinya tak pilih malah masih kosong. Gimana caranya ngembalikan uang yang uda terlanjur keambil? Soalnya aku hubungi lwat telpon gak bisa, email gak ada respon.
1;Udah Download ( Gak ada pengaturan PIN ) lalu Top Up, Pas mau mesen disuruh masukkin PIN. Atur PIN dapet OTP tapi tetep hubungin CS. Cs dihubungin gak bisa. Bad Rating!!!
5;Good aplikasi,, thanks a lot buat tix id and dana,, karna kalian pertengahan dan akhir bulan ku lebih berisi,, bisa nonton murah bareng teman².. 😂😂
1;Awalnya bagus.. Tapi makin kesini makin jelek.. Masak iya sekali di refund seterusnya bkal di refund.. Percuma dunk undang teman bnyak2 biar dapt Voucher tapi pencapaiannya makin parah makin ngk bisa di gunain.. Tolong dunk pihak tix id nya di perbaiki lagi servernya biar semakin bnyak yg gunain tetap di bikin lancar jaya.. Kenyamanan cust d utamaun dunk.. Semoga ada pencerahan biar id gue bisa digunain lagi.. Terimakasih
4;Blm lama baru download, smga bermanfaat. Klo bisa jadwal nnton hari berikutnya bisa di lihat & beli. Karena yg di info hanya jadwal tgl pada saat kita buka aplikasi
5;Mantap jiwa dah... Udah buat gue nggak antre pas beli tiket.. bayarnya beli satu gratis satu lagi. Buat yang lain download aja.. aplikasi mantap!!!!!
5;Sejauh ini ga ada kendala, setiap ada promo selalu kebagian. Dan yg pasti ga perlu ngantri dan bebas pilih tempat duduk yg kita mau.
4;Menurut saya lumayan aplikasi ini lebih memudahkan,tetapi sering lambat masuk tiketnya,lebih di kembangin lagi jangan ada lag lag nya
1;Kesel banget ga sih, pas udah ada promo buy 1 get 1, ternyata total masih sama? Dan yang harus dibayar malah 2 tiket, tanpa potongan tiket pertama😌 Tau gitu ngapain bikin promo tp gabisa dipake? Sedih gweh
4;So far saat ini 4 dulu krn baru pakai, nect banyak promo dan voucher naik 5, 6 klo ada 😋. Tingkatkan terus...😊
1;"Aplikasi gajelas. Udah top up 150k tapi pas beli tiket tiba"" di gagalin sendiri. Nomor yg tertera juga gabisa di hubungin (salah) tolong yaa yg punya aplikasi tolong bertanggung jawab dengan nomor yg tertera supaya kalo ada yg membutuh bantuan biar bisa cepet di selesaikan"
1;sy udh bayar, kartu kredit udh kepotong tpi tiket gk muncul di ringkas order. cust.service di telpon error mulu. GIMANA INI TANGGUNG JAWAB DRI PIHAK TIX ID!!!!
1;Apanya membinasakan bug. Diperbaiki yg bener bos. Aplikasi gak responsif pesen tiba tiba ke cancel sendiri, kode booking telat keluar, milih kursi lama banget, paling benci pas ada buy 1 get 1 gila keliatan banget cacatnya aplikasinya. Keliatan belum mateng aplikasinya. Lu juga punya CS sok sibuk mau ditelfon gak bisa terus. Jangan cari duit dengan cara kaya gini bos. Beri kami pelayanan yang baik maka duit bakalan datang sendirinya.
1;Saran aja si buat tix.id orang mah semakin udah banyak yg make kualitasnya dibagusin, bukan malah kek gini!!! Dulu sebelum banyak yg make saya mesen lancar2 aja gaada kendala. Tp skrg2 mau masuk tix nya aja susah...
1;Belu tiket sudah terdebit saldo tidak muncul tiketnya. komplain email slow respon komplain phone sibuk terus. lihat disitus kursi yg sudah dibook tadi belum terbook. lama banget tiba2 di refund gila aplikasi ini
2;Transaksi berhasil, saldo pun sudah terpotong, akhirnya percaya diri untuk jalan ke bioskop. Waktu sampai di lokasi, ternyata di aplikasinya tidak keluar kode tiketnya. Jadi saat ingin di-print, saya kebingungan. Akhirnya bertanyalah saya ke kasir dan dicek list-nya secara manual, ternyata nama saya tidak terdaftar. Alhasil, saya harus mengurungkan niat untuk nonton. Padahal hari itu saya sudah menempuh perjalanan Depok-Bintaro untuk menepati janji saya menonton dengan kawan pada hari itu.. . Kali ini saya masih berbaik hati untuk memberikan 2 bintang, karena saldo saya sudah kembali, meski kembalinya dalam sekian jam setelahnya. . Mohon agar sistemnya diperbaiki lagi.
1;"Kok lama sekali dalam pembelian tiket.. Tolong diperbaiki.. Merasa dikecewakan.. Pembelian dalam tiket masih mengalami kendala dan dana saya sudah kepotong tapi tiket tidak keluar.. Walau beberapa menit kemudian dana ny di refund tapi saya tidak merasa puas karena bagi saya harus membuang waktu untuk menelpon customer service akan tetapi ternyata cs ny jg ga terdaftar...Mohon sangat"" diperbaiki pelayanannya dan masalah pembelian tiketnya....."
5;Saya senang drngan adanya app ini,tp top up dananya utk alfamrt atau alfamidi buat dong utk seluruh indonesia,krna saya mau top up katanya tidak bs,hanya bs dijakarta Terima kasih
1;Tak usah kasih promo kalau server gk memumpuni. Udah pesan, saldo udah kepotong, tiket blm masuk sampai film udah tayang baru di refund. Kadang promonya gk secara otomatis terpotong. Ya mungkin cuma buat pajangan aja
1;Udah di tungguin Konfirmasi transaksinya lama banget, trus baru dapat informasi kalau transaksi gagal pada saat 1 jam sebelum pemutaran film, KACAU nih servernya. Mana udah d hubungin costumer servicenya susah banget juga.
1;JANGAN INSTAL, ANDA AKAN DIRUGIKAN. Aplikasi buruk dengan pelayanan pengaduan buruk.Beli tiket dengan Dana, saldo sudah terpotong tapi bukti pemesanan belum muncul, complain cuma bisa via email cuma dikasih nomor pengaduan, nomor telpon pengaduan yang tertera tidak bisa dihubungi. Tolong Google Play dihapus aja ini Aplikasi, jangan sampai ada yang dirugikan lagi.
2;Sudah berhasil debit 2x, tapi tiket belum keluar di riwayat pemesanan, tenyata 2 jam kemudian di batalkan... D tmbh sering maintanance klw lgi ad diskon... Gak bsa nonton jdiny... Sistem pemesanny mesti diupgrade
1;Pengalaman buruk pertama kali transaksi , saldo sudah terpotong ,dan transaksi berhasil . Tapi di cek ticket tidak ada . Mengecewakan
1;Awalnya ngasih bintang 5.. Krna beli tiket tapi tidak muncul juga eticketnya padahal uang sudah terdebet.. Ditelp csnya ga bisa bisa.. Terus coba kirim pesan di twitter ga dibales2.. Pas liat appstore ternyata sudah banyak yang komplain.. Ckckck..
1;Sudah ke2x bermasalah dengan tix, yg pertama dulu pembayaran sukses tapi voucher saya di refund! Yg kedua hari ini, jam 10.30 beli tiket sdh dapat sms notif dana terpotong tapi tiketnya ga masuk2, di email sampai sekarang ga ada tanggapan, no call center tidak terdaftar!
1;"Sangat kecewa dengan tix.id, sudah melakukan pemesanan dan saldo terpotong tetapi tidak mendapatkan tiket elektronik, sudah complain melalui email tdk ada tanggapan dan sudah tlp nomor selalu tdk bisa di hubungin, tanpa ada tanggapan sedikitpun, kursi sudah terbooking oleh org lain saldo msh blm balik, sudah 4 jam tiba"" terrefund sndiri tanpa ada tanggapan dr tix.id, SANGAT KECEWA!!!!!!"
1;Semakin diperbarui sistem semakin sering eror! Terutama saat ada promo, wah aplikasinya menjadi sangat sangat menyebalkan dan tidak berguna! Saldo dana sudah terpotong namun kode booking tidak muncul berjam jam. Contact center yang tertera di aplikasipun tidak bisa dihubungi! Tolong segera dibenahi
1;Saya sudah berhasil memesan dan membayar tetapi kode tiket tidak ada saya sangat kecewa kembalikan hak saya kalau kalaian tidak bisa memberikan kewajiban kalian!!!!!
1;Saya pertama kali pakai tix.id langsung mendapat pengalaman buruk. Saldo dana saya sudah berkurang dan sudah mendapat SMS bahwa saya sudah melakukan pembayaran tiket dengan Dana tapi Saya tidak segera mendapatkan tiket. Mau complain ke CS panggilannya selalu sibuk dan sudah kirim email tidak kunjung ada perbaikan. Pertama kali coba dan langsung dibuat KECEWA
1;Please deh! Beli tiket buat sore ini, saldo sudah terpotong tapi tuket belum ada! Penanganan nya ga sda sama sekali! Di telpon nomor tidak terdaftar! Di dm ga di balas, di email pun sama!
1;Pesan tiket, saldo DANA udah terpotong, tapi kode booking tidak muncul... Di status transaksi juga ngga ada... Aplikasi sampah, balikin saldo gue njir... 😡😡😡
1;Lagi dan lagi. Sdh terdebet tp tidak dpt tiket. Ini sdh ke 3 x nya Hari ini ter debet 2x 45rb dr akun sy. Mohon di perbaiki donk sistemnya. Klo tiap x beli seperti ini malah bikin kesel.
1;Tolong dong kirimin kode vouchernya saya sudah melakukan pembayaran lewat app tix.id saldo sudah kepotong tapi kode voucher belom ada. Merasa dirugikan saya, sudah email ga ada tanggapan. Balikin saldo dana saya...
1;Saya beli tiket biaya uang udah di tarik tapi tiket tidak keluar dan tidk ada pemberitahuan sama sekali/refund. Nomor costumer service tidak aktif/tidak terpasang.
1;Gimana ni solusinya? Tiket ga dapat saldo terpotong.. balikin saldo saya.. call center ga bisa dihubungi. Niat ga sih bikin aplikasi. Sampai skg blom ada kejelasan.. bisa ditindaklanjuti gak ni?🤔👎👎
1;RUGI. Baru pertama kali download tix.id... langsung order tiket pake Dana & voucher yg tersedia, TAPI GAGAL NONTON karena tiket TIDAK TERBIT, daftar transaksipun KOSONG. Padahal SALDO DANA TERPOTONG. Telpon ke CCnya, nomornya GAK BISA DIHUBUNGI. Okelah gak ada promo gak masalah, tapi duit kostumer kepotong tapi gak dapat tiket?? TERUS KUDU PIYE??? KECEWA BERAT.
2;Pertama menggunakan tidak ada kendala, lancar jaya... Banyak promo menarik Tapi sekarang kok mulai ada masalah yaa... Transaksi berhasil, sms notif ada, saldo terpotong tapi tdk tertera di riwayat transaksi yg otomatis tdk ada kode pembelian (kode tiket) Sudah menghubungi help desk via email tp tdk ada tanggapan, nomor yg bs di hubungi yg tertera pada aplikasi ternyata tdk bisa dihubungi... Mohon perbaikannya!!
3;Promo nya cepet abisnya, kalau lgi keluarin promo server nya susah masuk. Tapi buat cashless sih oke gk usah takut gk dapet bangku kalau mau nonton. Tapi tetep, dapetin promonya susah banget error terus servernya. Semoga lebih baik lagi kedepannya.
1;Aplikasi sampah. Saldo sudah terpotong tapi tidak dapat kode booking. Nyesel saya isi saldo banyak2. CS juga tidak bisa dihubungi. Saya saranin kalo beli mending di mtix aja, disini cuma menyediakan sampah
1;Kecewa banget sama TIX ID, mau pesan tiket aja susah, error terus, setelah berhasil pesan tapi tiketnya tidak dikasih. Di cek terus rupanya kursi yg dipesan sudah solt out tapi tiket yg di pesan tidak juga keluar padahal saldo dana sudah terpotong. Makin di update makin jelek aplikasinya. Kecewa berat!!!!!
2;Aplikasi nya sudah bagus dan sangat membantu Hanya saja tolong TOP UP DANA NYA TAMBAHIN VIA ALFAMART/INDOMART agar lebih gampang melakukan Top up nya
4;Aplikasinya bagus dan membantu,tapi kenapa bioskop2nya itu nggk smuanya ada dan jauh2. Tolong dilengkapin lagi untuk bioskop2nya..
4;Membantu sekali aplikasinya, sering banyak diskon, mungkin servernya aja lebih digedein lagi biar gak slalu down kalo lagi ada promo dan bejibun yang ngakses Masukan, mungkin bisa dikasih review beserta rating film seperti imdb atau tomatos apalah itu.
